source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Endothelial,NeuralProgenitors,PTN,NCL,0.03381690571831035,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Oligodendrocytes,Endothelial,PTN,NCL,0.043880478068471465,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Astrocytes,Endothelial,PTN,NCL,0.08623475486362442,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
NeuralProgenitors,Endothelial,PTN,NCL,0.05838443431871624,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Endothelial,Endothelial,PTN,NCL,0.038769893943374434,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Oligodendrocytes,Bcells,PTN,NCL,0.04305700564641876,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Astrocytes,Bcells,PTN,NCL,0.08468685210089828,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
NeuralProgenitors,Bcells,PTN,NCL,0.05730509032236966,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Endothelial,Bcells,PTN,NCL,0.03803851249585702,0,PTN_NCL,PTN - NCL,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Oligodendrocytes,Astrocytes,PTN,ALK,0.004617145628578146,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Astrocytes,Astrocytes,PTN,ALK,0.009448201364451942,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
NeuralProgenitors,Astrocytes,PTN,ALK,0.0062277983787427,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Endothelial,Astrocytes,PTN,ALK,0.00405998735998647,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Oligodendrocytes,NeuralProgenitors,PTN,ALK,0.05289332707932906,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Astrocytes,NeuralProgenitors,PTN,ALK,0.1030097310885829,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
NeuralProgenitors,NeuralProgenitors,PTN,ALK,0.07015773425820537,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Endothelial,NeuralProgenitors,PTN,ALK,0.04678441539733646,0,PTN_ALK,PTN - ALK,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911
Microglia,Microglia,C3,C3AR1,0.06150410034098446,0,C3_C3AR1,C3 - C3AR1,COMPLEMENT,Secreted Signaling,KEGG: hsa04080
Microglia,Monocytes,C3,C3AR1,0.017189357967464274,0,C3_C3AR1,C3 - C3AR1,COMPLEMENT,Secreted Signaling,KEGG: hsa04080
Microglia,Microglia,C3,ITGAM_ITGB2,0.046424300611825245,0,C3_ITGAM_ITGB2,C3 - (ITGAM+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Microglia,Monocytes,C3,ITGAM_ITGB2,0.03914845575745528,0,C3_ITGAM_ITGB2,C3 - (ITGAM+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Microglia,Microglia,C3,ITGAX_ITGB2,0.05997943165899199,0,C3_ITGAX_ITGB2,C3 - (ITGAX+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Microglia,Neutrophils,C3,ITGAX_ITGB2,0.029289147983953656,0,C3_ITGAX_ITGB2,C3 - (ITGAX+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Microglia,Monocytes,C3,ITGAX_ITGB2,0.06781903983906902,0,C3_ITGAX_ITGB2,C3 - (ITGAX+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Endothelial,Endothelial,EDN1,EDNRA,0.0032068669113958594,0,EDN1_EDNRA,EDN1 - EDNRA,EDN,Secreted Signaling,KEGG: hsa04080
Endothelial,Endothelial,EDN3,EDNRA,4.2758451840189146e-4,0,EDN3_EDNRA,EDN3 - EDNRA,EDN,Secreted Signaling,KEGG: hsa04080
Endothelial,Astrocytes,EDN1,EDNRB,0.014591135373307858,0,EDN1_EDNRB,EDN1 - EDNRB,EDN,Secreted Signaling,KEGG: hsa04080
Endothelial,Monocytes,EDN1,EDNRB,0.0014884350607922258,0,EDN1_EDNRB,EDN1 - EDNRB,EDN,Secreted Signaling,KEGG: hsa04080
Endothelial,Astrocytes,EDN3,EDNRB,0.0019649442297050984,0,EDN3_EDNRB,EDN3 - EDNRB,EDN,Secreted Signaling,KEGG: hsa04080
Endothelial,Monocytes,EDN3,EDNRB,1.9816298383823074e-4,0,EDN3_EDNRB,EDN3 - EDNRB,EDN,Secreted Signaling,KEGG: hsa04080
NKTcells,Astrocytes,GZMA,PARD3,0.04728475792571248,0,GZMA_PARD3,GZMA - PARD3,PARs,Secreted Signaling,KEGG: hsa04080
NKTcells,NeuralProgenitors,GZMA,PARD3,0.04792867914015738,0,GZMA_PARD3,GZMA - PARD3,PARs,Secreted Signaling,KEGG: hsa04080
NKTcells,Endothelial,GZMA,PARD3,0.025328410026606785,0,GZMA_PARD3,GZMA - PARD3,PARs,Secreted Signaling,KEGG: hsa04080
Astrocytes,Oligodendrocytes,HGF,MET,0.0019903918374291844,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
Astrocytes,NeuralProgenitors,HGF,MET,0.002509966172919227,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
Oligodendrocytes,Astrocytes,SEMA3B,NRP1_PLXNA2,0.009579262081091066,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Astrocytes,Astrocytes,SEMA3B,NRP1_PLXNA2,0.0013248147646684851,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Endothelial,Astrocytes,SEMA3B,NRP1_PLXNA2,6.493141158107861e-4,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Endothelial,SEMA3B,NRP1_PLXNA2,0.011254111640403465,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Astrocytes,Endothelial,SEMA3B,NRP1_PLXNA2,0.0015587182785073055,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Endothelial,Endothelial,SEMA3B,NRP1_PLXNA2,7.640454262990576e-4,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Astrocytes,SEMA3C,NRP1_PLXNA2,0.004865672525739955,0,SEMA3C_NRP1_PLXNA2,SEMA3C - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Astrocytes,SEMA3C,NRP1_PLXNA2,0.0022467466537932465,0,SEMA3C_NRP1_PLXNA2,SEMA3C - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Endothelial,SEMA3C,NRP1_PLXNA2,0.005721153063332684,0,SEMA3C_NRP1_PLXNA2,SEMA3C - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Endothelial,SEMA3C,NRP1_PLXNA2,0.0026429916625444823,0,SEMA3C_NRP1_PLXNA2,SEMA3C - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Endothelial,SEMA3B,NRP2_PLXNA2,0.016254762977213257,0,SEMA3B_NRP2_PLXNA2,SEMA3B - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Astrocytes,Endothelial,SEMA3B,NRP2_PLXNA2,0.00226117118777977,0,SEMA3B_NRP2_PLXNA2,SEMA3B - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Endothelial,Endothelial,SEMA3B,NRP2_PLXNA2,0.0011087682945080154,0,SEMA3B_NRP2_PLXNA2,SEMA3B - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Endothelial,SEMA3C,NRP2_PLXNA2,0.008283887764427544,0,SEMA3C_NRP2_PLXNA2,SEMA3C - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Endothelial,SEMA3C,NRP2_PLXNA2,0.003832208370969305,0,SEMA3C_NRP2_PLXNA2,SEMA3C - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Endothelial,Endothelial,SEMA3F,NRP2_PLXNA2,0.001181707509016191,0,SEMA3F_NRP2_PLXNA2,SEMA3F - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Microglia,SEMA3C,NRP1_NRP2,0.0029465605901457747,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Microglia,SEMA3C,NRP1_NRP2,0.001359177065436218,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Monocytes,SEMA3C,NRP1_NRP2,0.006305451554935576,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Monocytes,SEMA3C,NRP1_NRP2,0.002913840372872051,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Endothelial,SEMA3C,NRP1_NRP2,0.0036464961289275175,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Endothelial,SEMA3C,NRP1_NRP2,0.0016826767501251223,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Oligodendrocytes,SEMA3C,PLXND1,9.692471368783166e-4,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Oligodendrocytes,SEMA3C,PLXND1,4.4661308913419693e-4,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Microglia,SEMA3C,PLXND1,8.056284189552794e-4,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Microglia,SEMA3C,PLXND1,3.7118750332067315e-4,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Monocytes,SEMA3C,PLXND1,0.0025825206021322525,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Monocytes,SEMA3C,PLXND1,0.0011910199624602512,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Oligodendrocytes,Endothelial,SEMA3C,PLXND1,0.0022638754982478126,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
Monocytes,Endothelial,SEMA3C,PLXND1,0.0010438859061323931,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
NeuralProgenitors,Oligodendrocytes,SEMA3E,PLXND1,0.001880236847229182,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
NeuralProgenitors,Microglia,SEMA3E,PLXND1,0.0015630744635750549,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
NeuralProgenitors,Monocytes,SEMA3E,PLXND1,0.005002224336004696,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
NeuralProgenitors,Endothelial,SEMA3E,PLXND1,0.004386336295218317,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
Monocytes,NeuralProgenitors,ADM,CALCRL,0.0033006136883529207,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
NeuralProgenitors,NeuralProgenitors,ADM,CALCRL,0.0027682288194286237,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
Endothelial,NeuralProgenitors,ADM,CALCRL,0.012719395009110094,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
Monocytes,Endothelial,ADM,CALCRL,0.0011617936882672608,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
NeuralProgenitors,Endothelial,ADM,CALCRL,9.740606631893931e-4,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
Endothelial,Endothelial,ADM,CALCRL,0.004504726339738342,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
Monocytes,Neutrophils,ANXA1,FPR2,0.023145522478407676,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
NKTcells,Neutrophils,ANXA1,FPR2,0.018448613614831934,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
Endothelial,Neutrophils,ANXA1,FPR2,0.018453607835408548,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
Monocytes,Monocytes,ANXA1,FPR2,0.003764790510786083,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
NKTcells,Monocytes,ANXA1,FPR2,0.002988770413187288,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
Endothelial,Monocytes,ANXA1,FPR2,0.002989592249640235,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
Monocytes,Microglia,ANXA1,FPR1,0.07282866361941812,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
NKTcells,Microglia,ANXA1,FPR1,0.058654962116199146,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Endothelial,Microglia,ANXA1,FPR1,0.05867019000596027,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Monocytes,Neutrophils,ANXA1,FPR1,0.09554706752643662,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
NKTcells,Neutrophils,ANXA1,FPR1,0.07732069484616835,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Endothelial,Neutrophils,ANXA1,FPR1,0.07734037055650365,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Monocytes,Monocytes,ANXA1,FPR1,0.052692126884060976,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
NKTcells,Monocytes,ANXA1,FPR1,0.04225872255374543,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Endothelial,Monocytes,ANXA1,FPR1,0.04226988482730288,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Microglia,Microglia,GAS6,AXL,0.005636486370895185,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Microglia,GAS6,AXL,0.001955349726995806,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Microglia,GAS6,AXL,0.002532432984161188,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Microglia,Astrocytes,GAS6,AXL,0.005112034730945008,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Astrocytes,GAS6,AXL,0.0017728019061858968,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Astrocytes,GAS6,AXL,0.0022961336892295017,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Microglia,Monocytes,GAS6,AXL,0.001124971727218581,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Monocytes,GAS6,AXL,3.891102074233208e-4,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Monocytes,GAS6,AXL,5.041819926885466e-4,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Microglia,NeuralProgenitors,GAS6,AXL,0.0020140894975612385,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,NeuralProgenitors,GAS6,AXL,6.970480526262217e-4,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Endothelial,NeuralProgenitors,GAS6,AXL,9.03104199151762e-4,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Microglia,Endothelial,GAS6,AXL,0.0024557445945304706,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Endothelial,GAS6,AXL,8.501446921588688e-4,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Endothelial,GAS6,AXL,0.0011014082439042238,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Microglia,Microglia,GAS6,MERTK,0.007287921643826839,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Microglia,GAS6,MERTK,0.0025309932792394463,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Microglia,GAS6,MERTK,0.003277408591015764,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Microglia,Astrocytes,GAS6,MERTK,0.009576578539153849,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Astrocytes,GAS6,MERTK,0.0033308240580577145,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Astrocytes,GAS6,MERTK,0.004312097780891731,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Microglia,Monocytes,GAS6,MERTK,0.0049657246418042525,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Monocytes,GAS6,MERTK,0.0017218976386090179,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Monocytes,GAS6,MERTK,0.002230236036086504,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Microglia,Endothelial,GAS6,MERTK,0.0016196091643758488,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Endothelial,GAS6,MERTK,5.603791115445783e-4,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Endothelial,GAS6,MERTK,7.260635592188529e-4,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Microglia,Oligodendrocytes,GAS6,TYRO3,0.006943327156953898,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Oligodendrocytes,GAS6,TYRO3,0.0024107742163735463,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Oligodendrocytes,GAS6,TYRO3,0.003121846682536753,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Microglia,Astrocytes,GAS6,TYRO3,0.0012361901551173388,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,Astrocytes,GAS6,TYRO3,4.27610073780593e-4,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Endothelial,Astrocytes,GAS6,TYRO3,5.540611358825704e-4,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Microglia,NeuralProgenitors,GAS6,TYRO3,0.0018634618070828325,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Astrocytes,NeuralProgenitors,GAS6,TYRO3,6.448542823418331e-4,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Endothelial,NeuralProgenitors,GAS6,TYRO3,8.354941957156004e-4,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
Oligodendrocytes,Oligodendrocytes,GRN,SORT1,0.004499071698875046,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Microglia,Oligodendrocytes,GRN,SORT1,0.03380959140498166,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Astrocytes,Oligodendrocytes,GRN,SORT1,0.006452774822276827,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Monocytes,Oligodendrocytes,GRN,SORT1,0.06691383385107758,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Endothelial,Oligodendrocytes,GRN,SORT1,0.013336662164093266,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Microglia,Microglia,GRN,SORT1,0.010608170539949358,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Monocytes,Microglia,GRN,SORT1,0.021500557375671654,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Microglia,Astrocytes,GRN,SORT1,0.009443738551265488,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Monocytes,Astrocytes,GRN,SORT1,0.019163653996911206,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Microglia,NeuralProgenitors,GRN,SORT1,0.008640047290662591,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Monocytes,NeuralProgenitors,GRN,SORT1,0.017547421489901873,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Microglia,Endothelial,GRN,SORT1,0.017391112198223972,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Monocytes,Endothelial,GRN,SORT1,0.03500178101110629,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Endothelial,Endothelial,GRN,SORT1,0.006790294063105836,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Microglia,Microglia,LGALS9,PTPRC,0.03204512658541078,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Monocytes,Microglia,LGALS9,PTPRC,0.025646928654280907,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Bcells,Microglia,LGALS9,PTPRC,0.00824314680456859,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Microglia,Neutrophils,LGALS9,PTPRC,0.04445284850955678,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Monocytes,Neutrophils,LGALS9,PTPRC,0.03566858752371291,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Bcells,Neutrophils,LGALS9,PTPRC,0.011544773554149946,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Microglia,Monocytes,LGALS9,PTPRC,0.02838333140595807,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Monocytes,Monocytes,LGALS9,PTPRC,0.022699110030598994,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Bcells,Monocytes,LGALS9,PTPRC,0.007280744663412755,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Microglia,NKTcells,LGALS9,PTPRC,0.045718917688599175,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Monocytes,NKTcells,LGALS9,PTPRC,0.03669407808705726,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Bcells,NKTcells,LGALS9,PTPRC,0.011885240011687833,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Microglia,Bcells,LGALS9,PTPRC,0.030357285052666178,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Monocytes,Bcells,LGALS9,PTPRC,0.024287629289498663,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Bcells,Bcells,LGALS9,PTPRC,0.007798873018002188,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Microglia,Microglia,PROS1,AXL,0.001167219564664732,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Astrocytes,Microglia,PROS1,AXL,0.0018212163996177966,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Endothelial,Microglia,PROS1,AXL,0.002114049912794547,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Microglia,Astrocytes,PROS1,AXL,0.0010581721016930533,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Astrocytes,Astrocytes,PROS1,AXL,0.001651170300073308,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Endothelial,Astrocytes,PROS1,AXL,0.0019167145908259215,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Microglia,Monocytes,PROS1,AXL,2.3212724621865852e-4,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Astrocytes,Monocytes,PROS1,AXL,3.623789656279095e-4,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Endothelial,Monocytes,PROS1,AXL,4.207447777659323e-4,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Microglia,NeuralProgenitors,PROS1,AXL,4.1588206587630036e-4,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
Astrocytes,NeuralProgenitors,PROS1,AXL,6.491757175582289e-4,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
